,a0,a1
1855,-1.4669733,-13.750554
1856,15.438255,8.237155
1857,3.3549707,8.67713
1858,-2.0455027,-6.444439
1859,9.175277,-13.174092
1860,14.833548,8.626738
1861,4.1087084,-14.5678005
1862,3.978332,-13.233748
1863,0.19759423,-10.545438
1864,-3.4597194,3.0189254
1865,10.685812,2.692846
1866,4.222937,6.523449
1867,-6.1723847,1.4617648
1868,10.192358,11.676982
1869,-6.294102,9.408133
1870,-5.640885,-6.315394
1871,-10.059693,0.48542976
1872,-6.903146,-6.611542
1873,-5.764222,5.1414385
1874,4.6971345,9.874717
1875,12.874284,7.882143
1876,-11.775891,4.0846334
1877,-11.069709,0.39886048
1878,2.573646,-3.4074535
1879,7.7868614,3.6674213
1880,0.3565312,-1.5666621
1881,-4.707913,7.168142
1882,1.3368503,-14.078439
1883,3.9453871,-2.6226077
1884,8.454658,6.136258
1885,-13.170569,4.5319605
1886,-11.026746,4.1328154
1887,-10.6770735,5.156807
1888,8.746063,1.5849953
1889,11.656584,8.428444
1890,-3.8147218,10.341229
1891,4.8183107,7.6048164
1892,5.0683603,-7.9555407
1893,-0.55640066,2.5055237
1894,5.0779686,-1.197154
1895,6.57638,4.596003
1896,13.490881,10.244944
1897,-0.5522031,-4.874792
1898,-1.1296488,-0.27772504
1899,8.4149065,0.2698776
1900,-0.6840115,-10.37761
1901,2.3116095,8.860871
1902,-12.784881,7.481762
1903,6.4551706,5.581043
1904,-3.6772974,1.7004181
1905,1.8347539,2.736547
1906,-2.619747,-6.040014
1907,-13.812493,5.2012177
1908,-6.190865,-5.3322515
1909,-4.3579726,3.2796245
1910,5.9619403,-13.554305
1911,3.7592561,12.921883
1912,-0.00893088,-7.4693785
1913,-13.206844,9.612978
1914,12.67191,6.581834
1915,-7.5251813,12.564451
1916,-4.0634246,-11.62614
1917,-6.844929,8.352175
1918,-6.0530057,-8.647561
1919,7.3867383,6.1797123
1920,-1.0686054,-0.03430913
1921,-7.4222493,4.0404243
1922,0.36997098,-8.4995365
1923,0.23616485,-1.4412715
1924,13.468045,0.43192336
1925,-9.990561,5.290271
1926,-2.8856523,-5.1087203
1927,-2.4801722,-8.596043
1928,1.4759313,-11.885775
1929,-5.575018,2.9366233
1930,2.4819481,-9.359068
1931,9.628411,0.76483744
1932,-7.658167,-6.602281
1933,-3.9359727,-3.6669862
1934,4.55645,-6.003218
1935,-11.0714855,2.8272016
1936,14.457135,7.3870544
1937,-12.729607,-1.39393
1938,1.9354261,-12.38899
1939,-6.3806086,9.410792
1940,-2.3875706,7.276159
1941,5.626979,1.4435786
1942,-6.774896,9.742676
1943,0.37633246,-8.046864
1944,-2.5273945,-11.291638
1945,-3.0864992,-4.65491
1946,14.454262,2.6095088
1947,4.5053706,3.4313345
1948,6.49659,-8.475014
1949,3.823839,6.212637
1950,12.552034,8.958053
1951,-1.9434329,-8.552288
1952,7.3628407,0.24610262
1953,0.4725356,1.2122693
1954,6.4732556,2.3385353
1955,8.776516,0.90561783
1956,0.5559803,1.9833295
1957,12.784687,2.9947662
1958,-8.307004,3.2898135
1959,-12.283748,6.116283
1960,-10.694103,3.4367824
1961,-7.3649173,4.2753825
1962,2.2665174,4.620412
1963,-4.943646,-6.6110935
1964,-4.4659495,-11.027577
1965,6.9066553,-16.029127
1966,-5.1590443,-14.558314
1967,-7.446369,-6.0533657
1968,1.1318638,1.1461666
1969,3.2892525,-9.564974
1970,5.3024216,-9.808145
1971,-7.6990666,-8.810617
1972,-11.481484,3.0515878
1973,6.040839,-8.996033
1974,0.2277009,-8.789647
1975,1.7757138,0.65668786
1976,0.5505667,-1.4641691
1977,2.6376522,-12.985213
1978,2.1831794,0.8970106
1979,8.983582,6.4649634
1980,-1.1115035,-4.4449253
1981,4.9828224,-1.1397474
1982,-9.589611,6.274321
1983,-14.16758,0.9340232
1984,2.4779925,8.73017
1985,-4.4360085,-0.09558494
1986,-9.717935,13.077282
1987,-3.3227382,12.655963
1988,-1.6141915,-12.956173
1989,13.525333,0.4702232
1990,-12.678632,6.253282
1991,9.670464,4.107018
1992,-7.9311743,-0.8638157
1993,-2.3435662,-9.140728
1994,-13.805476,5.465319
1995,7.0622425,9.747286
1996,16.450611,8.3369875
1997,-4.8960037,8.449734
1998,-10.167335,-6.856667
1999,4.5152836,-11.905227
2000,5.1670904,6.352984
2001,-7.24636,-5.4425397
2002,7.949534,9.121512
2003,6.886834,4.8490567
2004,3.6917624,-9.9444895
2005,-13.926124,10.6595335
2006,8.037834,-12.367967
2007,6.0590243,-13.551579
2008,1.6900527,-12.235967
2009,7.4263344,-14.828408
2010,-6.7841735,1.5504917
2011,8.732211,-0.96384287
2012,8.687888,-11.91701
2013,2.4254248,7.5247636
2014,-8.6182,-9.021133
2015,-9.313668,9.114033
2016,9.2240305,8.858008
2017,-6.4709234,-6.2056026
2018,5.691594,4.5132174
2019,-6.529068,1.203829
2020,9.618306,6.44902
2021,4.884837,2.5503259
2022,-0.57825804,-12.012119
2023,-12.145214,5.1423583
2024,-3.3807085,-4.6023283
2025,15.562898,4.8223004
2026,4.9015307,12.585748
2027,8.547242,-11.695092
2028,-0.09157717,-0.8864331
2029,-8.084421,6.5295873
2030,4.645872,-12.866435
2031,-2.816991,-6.4488597
2032,7.6254454,-14.251992
2033,7.3687654,3.8412733
2034,1.5836955,-7.777055
2035,2.1299167,7.363532
2036,-10.585138,2.4887283
2037,-4.863363,-13.395399
2038,-0.7851172,-10.01591
2039,-2.1703603,-6.6715417
2040,-6.3701906,-3.6450236
2041,-0.33035812,2.106436
2042,-12.773775,5.624088
2043,2.100505,-5.082778
2044,14.579069,10.190089
2045,1.4424509,12.24401
2046,3.6369548,6.674921
2047,12.479266,6.0894547
2048,10.62836,7.275558
2049,-4.1785946,-5.498445
2050,6.404472,7.769685
2051,-3.4805465,-1.0590651
2052,-11.530549,10.334771
2053,14.638178,2.424544
2054,-9.833515,6.0892367
2055,7.4578147,5.577159
2056,14.294999,3.4591382
2057,-11.952126,11.302305
2058,9.098656,5.761877
2059,-4.9398265,-9.596319
2060,-10.007632,-0.865538
2061,-3.2417681,-4.1567497
2062,7.960384,-12.764505
2063,-5.162076,-7.1575794
2064,2.3194535,-1.3752598
2065,-7.05418,-9.375984
2066,-10.457787,3.059437
2067,1.4014565,5.028377
2068,3.8579893,-6.326677
2069,-8.330848,6.2678003
2070,3.0559924,-13.807549
2071,-8.20546,-5.4922786
2072,2.40148,-10.628972
2073,2.7298515,-1.4908034
2074,10.540551,4.739534
2075,1.188006,-5.9179716
2076,9.138268,3.639529
2077,-12.669876,4.6922946
2078,1.5880027,8.647264
2079,-1.9254204,-8.308217
2080,-13.93944,2.8703146
2081,-5.2687507,-9.289735
2082,12.39836,9.928311
2083,14.022864,6.6235504
2084,10.403589,8.314553
2085,3.5800183,-15.058259
2086,4.3049173,-15.972772
2087,-1.4909203,-12.295399
2088,-14.6341505,9.65579
2089,7.93548,-0.86878926
2090,8.854987,-12.793987
2091,-13.69121,10.458116
2092,13.318477,7.951844
2093,7.624807,9.801935
2094,-13.868947,9.1558895
2095,-1.8815428,-13.31128
2096,12.500092,5.738548
2097,4.146271,-3.157418
2098,-6.1338844,4.840566
2099,-3.1155207,-9.19673
2100,-5.2992864,-6.87875
2101,7.9495835,12.488932
2102,6.1770973,6.633452
2103,-9.214339,7.6376667
2104,0.34565702,-13.618885
2105,8.19234,-0.75050294
2106,-6.1402006,9.3271675
2107,7.302066,10.599499
2108,-3.0966187,-6.7921724
2109,-6.68117,7.325947
2110,14.856154,8.116749
2111,5.1134953,-12.961378
2112,-11.451297,6.5295477
2113,-3.115547,7.189318
2114,-7.4278035,9.588319
2115,-7.957073,-4.0415063
2116,-2.3022215,12.043025
2117,15.748613,5.0085044
2118,7.379992,4.061043
2119,4.5003905,-13.32199
2120,9.215138,1.5645294
2121,-9.750222,6.285987
2122,-5.6142664,-8.06547
2123,2.8966496,11.956832
2124,7.9081545,-13.76942
2125,2.0655358,-14.952003
2126,-12.792818,4.6638074
2127,-2.3110282,-5.708353
2128,-10.476143,4.6329117
2129,2.9631407,-7.63045
2130,-6.367811,13.4266815
2131,-8.454368,6.703509
2132,1.7164602,7.574621
2133,-3.6459599,9.455006
2134,11.0963545,10.203552
2135,1.0673388,-2.573426
2136,-4.2388864,-5.5408096
2137,11.509015,1.7676986
2138,-6.4235773,3.794679
2139,10.324866,5.1104293
2140,-14.551484,1.9924695
2141,-5.1151276,-12.296968
2142,-2.017255,-7.6213083
2143,-2.6760666,5.459547
2144,3.6891184,2.066744
2145,-4.3513136,-8.608806
2146,-2.1209316,11.112348
2147,13.831763,7.8017993
2148,5.4168773,-13.32502
2149,7.9878473,-10.087306
2150,-1.0359608,-7.3956237
2151,12.662874,5.1211987
2152,-1.224135,3.0016103
2153,13.012768,6.0267196
2154,3.3572254,5.235872
2155,-3.896801,10.353761
2156,-2.3820062,-13.187174
2157,5.894816,8.186955
2158,-6.3166285,-4.2411146
2159,10.427213,2.4273615
2160,6.031304,3.413675
2161,2.5232275,-2.6683419
2162,-4.031298,4.5837393
2163,-9.450039,-1.7706231
2164,6.811652,9.759704
2165,11.717577,4.081543
2166,-8.138666,-1.4561546
2167,2.054104,-1.2995815
2168,-10.343998,6.5607395
2169,7.9779005,9.493735
2170,-4.3303285,5.6916475
2171,-2.446778,-10.357522
2172,-5.113025,-6.262467
2173,13.499244,7.930801
2174,0.7703835,-2.4947164
2175,-0.4775725,10.550181
2176,-3.9856997,2.3816164
2177,-11.127613,1.2480384
2178,6.6164026,-8.135282
2179,-4.044215,-11.221712
2180,-0.44684497,-9.906203
2181,5.481585,-12.819367
2182,-8.105678,9.055369
2183,-5.3040233,-8.189373
2184,4.672301,7.7457676
2185,-12.743069,8.090683
2186,-0.3226319,0.53275263
2187,-13.359317,2.2368076
2188,-14.758418,9.939033
2189,-6.2060976,3.9355586
2190,7.4372325,-0.991125
2191,3.7179418,4.8924313
2192,4.7370954,-14.533347
2193,10.185605,1.3140756
2194,3.4004822,-7.9570847
2195,6.9743705,7.3657575
2196,7.0836244,-10.262423
2197,2.8394272,-6.259318
2198,-1.4201982,10.181052
2199,-7.561667,-6.7722993
2200,-1.0377378,0.34891555
2201,-0.9926065,-8.364203
2202,-3.370946,2.692427
2203,13.654192,1.6427474
2204,-8.216709,9.244285
2205,5.208928,-7.698371
2206,3.3889334,3.4122012
2207,-7.1920815,-12.626188
2208,11.322895,6.8338223
2209,-8.944301,-4.954061
2210,3.2128038,-13.344063
2211,1.1681179,-13.324613
2212,-9.077234,9.586805
2213,1.1059247,-1.9144425
2214,-1.7345276,1.599734
2215,7.621525,9.239681
2216,-7.7902656,0.9627198
2217,15.920938,6.168085
2218,-5.05894,7.1119204
2219,-7.7228456,1.2923884
2220,-12.549077,6.025452
2221,8.592527,0.9190985
2222,6.2437744,-12.100491
2223,8.137102,-11.707418
2224,-5.024487,10.025899
2225,1.4639978,-12.63589
2226,0.1484178,-1.0069587
2227,-8.532344,-10.582407
2228,-13.2485485,9.406157
2229,-7.5370703,-5.4652348
2230,11.736899,5.4929886
2231,-7.418341,2.1636965
2232,-7.3059225,12.420738
2233,13.660787,2.080614
2234,-13.575011,4.093652
2235,16.16073,8.189439
2236,-8.58474,-10.562942
2237,10.6897135,4.757523
2238,10.996966,5.0587473
2239,7.103048,-8.216633
2240,3.2855961,-15.080563
2241,-2.3504028,-6.130504
2242,7.119616,1.810169
2243,1.5112605,4.9629974
2244,1.9968754,-12.895724
2245,-7.891801,5.837375
2246,-10.802312,10.203303
2247,4.342282,-13.8174515
2248,-6.8718133,3.5522113
2249,-6.53369,2.3397071
2250,5.451394,-12.220703
2251,-11.837836,12.048419
2252,2.986913,2.9914448
2253,7.4519515,10.922227
2254,-10.232625,4.531957
2255,4.5185266,8.168982
2256,6.1545296,-15.810976
2257,6.7594504,4.924746
2258,7.7586284,4.354284
2259,-13.777756,6.5875697
2260,4.5263963,-7.683052
2261,-3.9398408,4.880611
2262,-7.2775264,-3.458607
2263,-8.298935,8.240409
2264,-6.286923,3.5640461
2265,5.392271,-12.83568
2266,10.004533,5.531971
2267,-5.82351,-8.032353
2268,-8.232803,11.63905
2269,5.462861,-9.660211
2270,-1.7715777,-7.8339295
2271,4.420413,7.690616
2272,-4.2101183,-13.483432
2273,10.400489,9.192156
2274,4.8017874,-11.270061
2275,5.4828486,2.1789937
2276,-3.843778,1.7351596
2277,1.9546552,-13.639846
2278,3.0574732,-8.208074
2279,6.040719,7.0719833
2280,-7.7514377,-10.233745
2281,10.26066,0.6142608
2282,-0.5080354,-9.440612
2283,-3.9725618,-10.972216
2284,-6.626828,-1.0605656
2285,15.852885,4.721599
2286,10.268428,8.512747
2287,-7.7650347,4.312664
2288,3.458208,-16.309278
2289,-9.04579,-10.126163
2290,13.033628,3.0671725
2291,-3.138467,5.819043
2292,7.417713,6.1759033
2293,-2.8879158,-6.0622354
2294,16.013897,3.7094784
2295,-5.391432,-5.6080084
2296,-2.1127715,-10.5153885
2297,-7.347853,3.627119
2298,-5.465143,2.0220816
2299,-2.7800057,6.6709113
2300,-4.8012075,-8.778091
2301,-1.7313257,-9.476955
2302,4.268837,5.0900207
2303,-0.2821215,-7.602082
2304,-8.117099,8.336761
2305,-1.7234398,-7.8520417
2306,2.0911083,-12.2238
2307,-8.57508,9.08531
2308,-6.565967,-11.830909
2309,-1.600196,8.7494755
2310,0.44956383,14.069561
2311,0.083668225,-4.991605
2312,-5.611148,-6.1653924
2313,-4.6530266,-8.58471
2314,6.3211985,11.679532
2315,6.9690995,13.198806
2316,-5.867662,-9.343157
2317,5.419613,-11.137122
2318,-6.9359136,-7.7800117
2319,-0.008925113,1.4341593
2320,-5.6897354,5.4962926
2321,2.9112544,7.2224636
2322,-10.178673,11.776235
2323,8.019187,-0.08299864
2324,9.382705,1.3216931
2325,-7.346963,3.2214708
2326,-0.91569453,-0.36498728
2327,-1.2153364,3.6613784
2328,1.9554753,-15.483931
2329,7.709264,9.814878
2330,2.3654156,6.6
2331,-10.669132,12.365933
2332,8.315609,-12.682683
2333,2.8739545,4.4497266
2334,-9.944921,1.6823066
2335,-7.0969033,4.1023693
2336,0.005248025,-11.674188
2337,7.0251837,7.311273
2338,-0.5557733,-11.125655
2339,10.83566,8.143846
2340,6.973667,-15.352881
2341,2.6411066,-11.555973
2342,5.8167987,0.2592859
2343,-8.802675,8.298203
2344,-6.8428917,8.240397
2345,9.231673,-12.267346
2346,9.6601,2.6583428
2347,-3.0936432,-6.093351
2348,12.504171,-0.16719818
2349,7.9480033,7.4403563
2350,-3.3150778,5.4765863
2351,2.9060137,6.1033
2352,-3.800951,-9.658267
2353,5.9906044,6.745038
2354,4.516036,9.15759
2355,5.624162,4.048816
2356,-6.618308,3.2798522
2357,-15.528658,4.6692486
2358,12.122895,7.9191113
2359,5.939027,-14.209479
2360,-11.287681,2.7269278
2361,5.0457635,1.4505967
2362,10.537646,1.3072759
2363,-7.3303804,-7.9821897
2364,12.631415,2.403572
2365,4.2466564,1.9608843
2366,14.117321,0.83334535
2367,3.622145,7.370789
2368,0.07154183,-1.588232
2369,13.716979,3.623846
2370,-15.35549,8.854746
2371,-4.242115,-4.2535567
2372,13.213422,8.326246
2373,12.889927,9.355342
2374,-10.173166,1.591343
2375,-8.860057,5.4365644
2376,13.148091,0.5744144
2377,5.3575945,-10.650689
2378,4.0957694,-15.003771
2379,-11.270371,6.7215424
2380,2.5742936,-0.5663561
2381,-6.1216536,-4.5058618
2382,6.8181653,-8.958733
2383,14.423298,4.794197
2384,-9.151673,6.4683723
2385,6.7055993,0.055742916
2386,-1.1404822,-14.117849
2387,-8.748647,-1.0108384
2388,0.82492685,-12.215769
2389,15.871155,4.2839622
2390,-7.061009,4.1515856
2391,2.6383708,9.487981
2392,-9.254474,9.618941
2393,-1.1579393,-9.557727
2394,-1.785789,-13.893198
2395,-2.5448573,-12.670957
2396,-9.979099,5.739004
2397,2.7284606,8.948646
2398,6.9907613,-13.991106
2399,-3.1014516,1.2291392
2400,-0.6285877,-12.016845
2401,1.0421085,-16.740234
2402,7.326006,12.545584
2403,5.891,-9.428281
2404,-5.783807,-8.784795
2405,-3.9676015,9.373273
2406,9.106062,9.051857
2407,12.197826,7.081436
2408,-1.6338476,3.1675706
2409,-1.1959808,2.639792
2410,16.051577,5.8746967
2411,16.969465,3.5681713
2412,-6.931012,-6.8415384
2413,-3.849602,-4.5357227
2414,9.060105,-13.381596
2415,8.40438,5.3916187
2416,-5.480177,-5.9279566
2417,6.176399,5.785307
2418,7.4169116,4.030201
2419,4.1969156,7.9915776
2420,-6.17308,3.0289204
2421,-0.14894089,-9.927215
2422,6.0677495,-15.422549
2423,-5.4718614,-8.859616
2424,-3.8337202,6.503289
2425,0.37386096,-0.26362002
2426,-1.6430405,2.6104798
2427,-9.376159,-4.6729436
2428,8.762466,3.863631
2429,-2.3905013,-4.9708953
2430,-11.682932,11.848557
2431,2.6485162,-2.511338
2432,0.39620703,-11.072353
2433,3.6330473,6.0538197
2434,-1.2922366,-13.151817
2435,8.345222,11.583306
2436,9.205116,12.841907
2437,7.4950967,3.4966497
2438,-5.45703,-4.54811
2439,-8.96194,4.8582416
2440,7.082643,11.274564
2441,5.804539,-14.417583
2442,-5.326239,-8.358064
2443,4.788347,6.4061923
2444,-0.9821884,-10.624815
2445,8.973197,-0.06283121
2446,1.8928549,-11.688495
2447,-9.045406,1.711388
2448,-5.5745783,-6.4030395
2449,8.381786,-13.8741455
2450,11.295161,12.07614
2451,-4.8676653,4.8258624
2452,-11.259012,5.4588165
2453,0.039795388,-0.21723065
2454,-7.4620566,-5.150014
2455,2.570648,-16.164639
2456,-10.928397,4.2099366
2457,10.549286,8.399366
2458,1.631647,-14.638686
2459,7.1183033,11.276314
2460,2.9243205,2.2621305
2461,11.174792,10.7587
2462,-7.427867,10.296916
2463,-14.065937,2.818608
2464,0.80206233,-0.72612065
2465,-3.238467,-8.015641
2466,-13.462356,11.7070055
2467,-7.578175,-5.951498
2468,9.035143,3.8361468
2469,-6.3647885,4.000803
2470,9.710275,8.345627
2471,11.300025,-0.34681588
2472,6.625386,2.4161205
2473,1.2788953,14.20335
2474,-1.5217767,-15.162311
2475,-4.4083037,-0.5274087
2476,-7.949559,13.162725
2477,-1.1499203,1.672586
2478,-12.791034,5.6841264
2479,1.0092105,-2.5002787
2480,2.7232099,8.89908
2481,4.8503,2.0427597
2482,5.6240973,9.688704
2483,-8.306463,-7.94442
2484,9.36693,3.0029588
2485,-6.4063563,4.445561
2486,6.553355,-13.046874
2487,4.7142396,6.346795
2488,-6.7741,-8.770389
2489,16.422525,5.6242003
2490,-14.425142,10.298837
2491,2.8747907,-3.2646122
2492,10.65217,1.214324
2493,-4.6695585,-13.338342
2494,6.579475,-14.406281
2495,-6.4229703,-5.5070252
2496,0.9933549,-1.601479
2497,-3.086561,1.6633158
2498,0.83912104,-10.361602
2499,-2.038304,-13.215248
2500,-3.7653716,-10.054579
2501,11.145018,8.201373
2502,-15.584648,5.08651
2503,-4.431435,-7.3783784
2504,5.2917423,8.642333
2505,-2.374067,7.7824144
2506,6.195164,-7.226043
2507,-7.229428,-0.63224494
2508,-6.966716,5.1707196
2509,2.8150868,-0.45722333
2510,7.4217916,2.9157162
2511,-1.9120444,3.1782663
2512,6.49789,9.315188
2513,-7.0671167,-8.871525
2514,-5.560535,-13.275669
2515,-3.3999362,10.211828
2516,-3.4700067,1.7820736
2517,0.6399445,-7.0478354
2518,-13.389896,10.829913
2519,2.1931129,-5.5033245
2520,-5.8038845,-13.834548
2521,-1.7041265,-11.10524
2522,-1.0441009,-4.869731
2523,-12.871769,3.8920565
2524,-10.158641,11.772749
2525,-5.106475,5.544832
2526,0.46717083,-5.399604
2527,1.0268942,-12.55493
2528,-3.4909904,1.6864657
2529,5.571753,10.40371
2530,2.7167985,-0.7956347
2531,16.035486,5.635388
2532,0.5845863,-11.549123
2533,14.426932,4.7272787
2534,1.4838749,-7.797766
2535,0.5085586,-6.7497787
2536,-5.8762217,-3.55925
2537,9.059107,6.1042047
2538,-6.524331,-4.7023325
2539,4.107482,-10.529414
2540,-7.3138185,6.186969
2541,11.012944,3.7039983
2542,-6.305812,2.2819772
2543,-2.697717,-12.367212
2544,7.2147965,-15.707449
2545,7.9489703,3.5019398
2546,-5.669823,12.042756
2547,-1.4348552,10.187866
2548,2.9196556,-6.475431
2549,-8.676237,8.00614
2550,-5.7861385,-13.8285675
2551,-6.835167,3.1037633
2552,16.393373,8.587552
2553,-8.6056185,2.7857678
2554,-8.999414,7.907256
2555,-12.703272,8.295522
2556,-6.890487,12.325776
2557,1.9789883,-15.953078
2558,-7.598194,-6.805206
2559,-9.628291,7.6082783
2560,-5.684856,-4.7590218
2561,2.5845606,-13.855008
2562,-10.912724,1.9469434
2563,-4.289391,8.635928
2564,4.656532,3.3594396
2565,4.993731,1.6466937
2566,2.50439,-7.0982175
2567,1.8568778,-5.407463
2568,2.292927,0.21136218
2569,-4.1907697,-11.155219
2570,4.894672,3.215146
2571,-7.3762527,-5.47769
2572,-6.474543,-7.862058
2573,-5.9933515,1.8260722
2574,7.0020347,-10.41689
2575,-0.228492,-7.1570444
2576,3.0629086,3.1790965
2577,-7.134207,-4.8471165
2578,-10.674076,4.012779
2579,-5.598216,-1.2389623
2580,4.417656,2.0151944
2581,-8.798884,11.429329
2582,-6.905587,-9.285784
2583,4.2699695,5.0913634
2584,-6.358994,9.077647
2585,-2.7717462,-6.8742886
2586,1.9636883,-11.191616
2587,-4.4227414,-6.1606917
2588,3.0264852,4.3298607
2589,-3.960199,-0.97202104
2590,-2.548586,8.708542
2591,2.3620212,8.552639
2592,-6.5748453,12.23222
2593,-6.487899,-9.083226
2594,-11.793984,9.074116
2595,-5.1293488,8.004754
2596,8.176938,4.6229615
2597,-1.3661611,-9.713892
2598,1.4320507,-14.445801
2599,-1.853081,-10.263977
2600,4.9034147,3.067814
2601,0.47789687,2.018992
2602,1.9881885,0.41866574
2603,-10.465617,-5.651325
2604,-10.220374,3.0045435
2605,-1.5714215,0.38960654
2606,-7.9033594,4.193445
2607,2.397421,-13.868067
2608,-7.1483846,-4.600086
2609,10.745587,-1.7747723
2610,-2.944637,-6.9341245
2611,-4.4989734,-9.407046
2612,-13.097782,9.61249
2613,4.4300933,-9.783017
2614,-4.6811705,12.178723
2615,-9.989063,-7.2570486
2616,-10.593216,2.3519683
2617,-11.560892,9.188777
2618,-4.3408246,-12.154378
2619,-7.39501,2.2524686
2620,-0.28694052,-11.898163
2621,4.3494315,-9.171154
2622,-12.17087,0.9863443
2623,-14.21209,1.6857953
2624,-7.2620993,5.8117046
2625,-11.670106,4.4784756
2626,-0.37253883,-14.63097
2627,14.161359,6.152717
2628,0.18668783,-5.8947043
2629,-10.933434,7.5295343
2630,-0.5203248,-5.193934
2631,-10.313877,6.0129724
2632,5.4102607,0.3157085
2633,-6.1320925,-5.030865
2634,1.4616722,-12.017798
2635,-7.4774866,-13.580941
2636,-15.36937,8.138961
2637,-4.734141,3.182984
2638,10.7521925,4.2664065
2639,-9.073781,10.16356
2640,-6.03667,-0.8457281
2641,-4.625173,1.9643443
2642,-5.9140053,-0.0767763
2643,2.923821,1.0087584
2644,9.280626,1.5989056
2645,5.4810424,1.2654964
2646,-8.758246,9.2044735
2647,3.846089,0.79440016
2648,15.317337,8.500685
2649,5.82818,12.228407
2650,2.4685023,-1.0373223
2651,-11.684624,4.702611
2652,-0.58969575,-8.465609
2653,-6.161911,-8.148244
2654,4.632301,-15.182429
2655,-9.737651,4.7686553
2656,-7.3306637,5.617711
2657,-14.253931,-0.97803247
2658,-4.872209,-7.2005053
2659,10.132457,1.4162194
2660,-14.412725,3.523805
2661,-8.829742,-4.847855
2662,-11.809897,0.8641131
2663,1.417508,5.614953
2664,9.829287,9.809979
2665,1.0344796,-5.9930344
2666,0.7019319,-6.363291
2667,8.848995,5.415058
2668,11.424046,0.64074844
2669,3.3708382,-15.641957
2670,14.073269,5.986286
2671,-4.480985,3.06771
2672,1.3045554,6.6334004
2673,2.638543,-2.8905272
2674,2.6830373,7.5679655
2675,-4.729846,4.900753
2676,2.5609367,7.0753264
2677,-0.79777014,-15.777353
2678,-0.04924965,-4.8592362
2679,12.108008,3.725161
2680,4.3986373,-11.9137945
2681,-12.170349,1.2789903
2682,-7.0845623,7.2742844
2683,5.5273166,-8.682907
2684,15.368239,8.816921
2685,0.015288904,-0.19367939
2686,6.9644346,-8.100533
2687,1.9442868,4.6079526
2688,-12.602712,5.923565
2689,-0.3675873,-15.201106
2690,-14.409707,0.9009267
2691,3.689115,4.750192
2692,3.095236,-15.822523
2693,13.624428,9.142125
2694,-8.954138,-10.060254
2695,8.075182,-10.783789
2696,13.667684,5.7403116
2697,8.859149,4.6043024
2698,12.917746,7.4593053
2699,1.8543278,-14.826901
2700,-8.865326,12.7635565
2701,3.421908,-9.980185
2702,4.257076,6.413536
2703,-2.9393559,5.547181
2704,6.8933144,6.9950457
2705,2.5889094,9.899391
2706,12.586834,9.785054
2707,-10.933936,6.7338524
2708,0.021800715,-10.339917
2709,1.2088397,9.383448
2710,0.22829963,-15.112724
2711,-5.7760377,-7.2439165
2712,-3.8622954,-8.519757
2713,-3.700349,-4.243765
2714,-8.206943,5.163152
2715,-6.442306,-5.927285
2716,12.830921,6.3645554
2717,-7.0384464,-6.239936
2718,1.167498,-7.121903
2719,-0.9780966,4.9684153
2720,-4.582047,-4.4782534
2721,13.318487,10.332058
2722,4.370237,0.17968537
2723,16.22922,3.6004632
2724,10.284396,4.9541564
2725,-6.707307,9.981737
2726,7.987072,4.0121384
2727,13.504667,2.2727888
2728,4.8934636,-15.655441
2729,7.7879314,1.2058975
2730,-9.298669,4.3166776
2731,4.266013,5.3166056
2732,15.619488,8.54178
2733,-7.3808274,0.12850562
2734,0.7783595,-12.812548
2735,4.198983,4.6607833
2736,-7.7557673,-10.27339
2737,-2.8075745,-5.3689256
2738,-2.549208,8.71899
2739,-3.01245,6.6866264
2740,2.850789,-15.314241
2741,-12.929806,6.0304656
2742,-2.3793774,0.7908186
2743,8.38843,-0.45958132
2744,2.640814,1.55692
2745,3.1503508,4.9412866
2746,5.259157,9.155077
2747,0.6225512,-14.330035
2748,-4.4955764,2.648703
2749,5.375781,2.6984904
2750,4.252185,8.367815
2751,-3.957184,-13.835184
2752,7.1877875,6.7369485
2753,1.202329,-10.993843
2754,-3.6850793,-8.17534
2755,15.915666,5.3017097
2756,-0.5763123,-14.048461
2757,6.2423105,1.8447512
2758,-5.5073957,-8.371991
2759,6.624264,4.365562
2760,6.2795105,-16.081676
2761,11.998129,3.7017033
2762,11.827041,7.4870954
2763,1.7584302,-0.80217475
2764,0.7491789,-5.881116
2765,5.0417147,-8.399462
2766,-11.114805,12.170598
2767,6.719659,-12.788765
2768,-7.3080873,7.3455524
2769,-8.942083,-7.9691286
2770,-2.1134274,6.330009
2771,-7.4712663,-4.96055
2772,3.7142577,5.253353
2773,7.3265533,6.115008
2774,-2.5723372,7.806332
2775,-0.6665563,-13.5190325
2776,8.185331,7.4952583
2777,-7.301072,0.32564318
2778,1.6484104,-7.651762
2779,5.8127303,6.009435
2780,-5.872315,7.349622
2781,-3.7902775,-5.5819993
2782,-3.1616635,-1.8118529
2783,-7.1263413,10.254064
2784,5.15553,6.8080378
2785,5.8344164,0.60874045
2786,2.9699028,6.996554
2787,-12.676545,9.84906
2788,9.45539,5.286968
2789,-13.754711,6.77114
2790,-5.0578117,11.918425
2791,-10.592795,4.7033978
2792,-12.827385,9.944991
2793,-10.33853,4.2280593
2794,8.266398,6.4958334
2795,12.915216,6.998989
2796,2.735258,2.462873
2797,5.658592,6.1198564
2798,-8.3119335,-4.633236
2799,-6.941393,7.932737
2800,13.809561,1.6504169
